"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"PF3D7_1037700" 83.58122113972 -4.84424259934207 0.781027539167978 -4.9220320751267 8.56501715241054e-07 2.32584974126374e-06
"PF3D7_1328300" 49.482017509561 -4.8432452823961 0.880181901024529 -4.36642162026119 1.26298579649211e-05 2.86307208693695e-05
"PF3D7_0934500" 230.943895447924 -4.83916087652697 0.773922887925607 -4.96065039091595 7.02575420197976e-07 1.93903750477015e-06
"PF3D7_0206800" 15.3091924074675 -4.83866267367715 1.21193824185261 -3.16737482250682 0.00153821916774193 0.00263840639279484
"PF3D7_1467100" 28.1989427011358 -4.83504039122778 0.796057444198032 -4.81754227559708 1.45337304184745e-06 3.78964431517348e-06
"PF3D7_1033900" 26.9358779745474 -4.83387440455861 0.818610322033379 -4.68339367507057 2.82163847456187e-06 7.04767607610987e-06
"PF3D7_0301300" 205.562180486358 -4.83345077509704 0.787782886392368 -4.86612598637708 1.13806985367625e-06 3.02681085856597e-06
"PF3D7_0716900" 79.087992452833 -4.83343616245137 0.823928737171782 -4.65263073067463 3.2772683149785e-06 8.11188566576697e-06
"PF3D7_0805500" 53.4437427830129 -4.83280388681847 0.800663802739109 -4.78703280166565 1.69265177856001e-06 4.36226403399664e-06
"PF3D7_0703100" 21.7525364382687 -4.83114224857259 0.83657524203326 -4.57955489964198 4.65966473021578e-06 1.12359076498504e-05
"PF3D7_0720100" 104.524825030828 -4.83106240746499 0.776303825027483 -4.93500390434037 8.01491564559177e-07 2.1845744630536e-06
"PF3D7_1452600" 123.19343115295 -4.83056113776762 0.745345870081533 -5.13930685273483 2.75753772887254e-07 8.18684798342077e-07
"PF3D7_0820900" 78.6133450057888 -4.82946316343873 0.785754907425063 -4.87361024061302 1.09577075076604e-06 2.91784679600586e-06
"PF3D7_0403800" 118.076595716005 -4.82886653634108 0.789235908437728 -4.85135875776385 1.2261851670132e-06 3.24152863838347e-06
"PF3D7_0503600" 13.0024749025836 -4.82725342899266 0.839990327536758 -4.55630654726221 5.20609420855239e-06 1.24645363521012e-05
"PF3D7_0926900" 29.6876507384971 -4.82535785463723 0.905059780592923 -4.2266355622732 2.37211386574738e-05 5.158965816987e-05
"PF3D7_1135100" 376.569672774349 -4.82174032098198 0.738373436398118 -5.17589086035507 2.26826030022173e-07 6.84531338712963e-07
"PF3D7_1309100" 1020.9471907164 -4.8208364296675 0.760627824397933 -5.02326671088037 5.079992100689e-07 1.44190338164999e-06
"PF3D7_1462900" 28.5513468928769 -4.8197862798095 0.795709211165596 -4.8004801580895 1.58285658489028e-06 4.09788393747864e-06
"PF3D7_0529500" 58.9228154360336 -4.81863070465664 0.758141757924944 -5.03682941183499 4.73306237328178e-07 1.35217156025246e-06
"PF3D7_1009400" 103.192017170142 -4.81776754273499 0.752670232924426 -5.07229776830875 3.93040733161423e-07 1.13542227586303e-06
"PF3D7_0718500" 42.6259287420606 -4.81590270348133 0.830857899778719 -4.59272602992355 4.37493251159183e-06 1.06075807059082e-05
"PF3D7_0720200" 56.6679253423582 -4.81523155566214 0.779867981212192 -4.89215052749302 9.97401136977364e-07 2.67374138734286e-06
"PF3D7_0727300" 54.4154759374022 -4.81264477629614 0.792308594290404 -4.8120704530673 1.49374673699773e-06 3.88338775734579e-06
"PF3D7_1204200" 25.168135012001 -4.81215359030098 0.811696965589828 -4.69652315076827 2.64627254755006e-06 6.64367224487838e-06
"PF3D7_0810500" 57.2589199885348 -4.81047770255892 0.783167105291688 -4.86547210271264 1.14183916989951e-06 3.03316140050137e-06
"PF3D7_0110900" 40.1987768710678 -4.80944699858523 0.786375398378477 -4.84431100774565 1.2705178721027e-06 3.34864584417945e-06
"PF3D7_1459800" 91.1189781099548 -4.80891778387405 0.747129819304224 -5.0980668760098 3.43139601670914e-07 1.00247903588622e-06
"PF3D7_0216300" 47.5602663584417 -4.80738885196113 0.792506162533096 -4.80423879581142 1.55341345792541e-06 4.03134662751211e-06
"PF3D7_1458600" 151.977807592337 -4.80705638784734 0.756703560967576 -5.03110674275057 4.87656531433959e-07 1.39135791392236e-06
"PF3D7_0615600" 242.200981142008 -4.80373885481855 0.74445193864499 -5.10944851825076 3.23100512728348e-07 9.47718337601989e-07
"PF3D7_0512000" 100.232386289814 -4.80299845215539 0.833166171310937 -4.56451375860784 5.0065336810428e-06 1.20129450237481e-05
"PF3D7_0215400" 274.546988674529 -4.80254892540794 0.727957555614306 -5.22358604025899 1.75490864641482e-07 5.41137911966816e-07
"PF3D7_1441900" 24.4855272016487 -4.80150770610798 0.815906529544816 -4.65924412717814 3.17372628866478e-06 7.86890577838908e-06
"PF3D7_1331700" 299.776560812515 -4.79992078928781 0.705839670195197 -5.38354664627586 7.3032309915798e-08 2.40033587455291e-07
"PF3D7_1434100" 42.7812414531562 -4.7995069419938 0.810375810274279 -4.68857398483776 2.75115450740975e-06 6.88337290144513e-06
"PF3D7_0214800" 390.574581874995 -4.79894841398081 0.772922395184772 -4.91504507780842 8.87620337020733e-07 2.40588944435681e-06
"PF3D7_0323600" 70.1742939034149 -4.79799260159837 0.781012372576795 -4.86290964772766 1.15672656289565e-06 3.06899476596664e-06
"PF3D7_0216100" 16.0250582339982 -4.79642417620268 0.930348425630724 -4.08064771392387 4.49103780866118e-05 9.43547704202452e-05
"PF3D7_1417600" 973.999661326021 -4.79518214597351 0.687271888399064 -5.5220971642155 3.3497714890686e-08 1.18619730713711e-07
"PF3D7_1003700" 31.3825617864478 -4.79493903456201 0.877802222464169 -4.32322787234332 1.53762769666955e-05 3.44475674289592e-05
"PF3D7_1248700" 1799.74267926168 -4.79337967908641 0.678408507108854 -5.59158624831004 2.25004478068292e-08 8.28159818271476e-08
"PF3D7_0821200" 38.4579396900305 -4.79320466875314 0.766271480648961 -4.95020989889986 7.41334844725308e-07 2.03704712339726e-06
"PF3D7_0629700" 889.491361414364 -4.79180717318608 0.767404305064803 -4.94108144580434 7.7690444493804e-07 2.12415156769797e-06
"PF3D7_0527600" 53.5134215967677 -4.78903059172719 0.767881298676401 -4.93439623840084 8.03990730813115e-07 2.19002686042208e-06
"PF3D7_1311200" 56.5610118752829 -4.7877447804654 0.792573676194773 -4.77904438947651 1.76130309357348e-06 4.53334225315426e-06
"PF3D7_0709300" 112.920508454235 -4.78749519014843 0.756522378258874 -5.00645492981357 5.54416357357993e-07 1.56187006397342e-06
"PF3D7_1242600" 59.4405063888287 -4.78665650176203 0.759996621574538 -4.982464914011 6.27793765362345e-07 1.74581534116913e-06
"PF3D7_1411100.1" 27.1563508377897 -4.78341777817588 0.838134822240597 -4.51409209804888 6.35885811941352e-06 1.5023925812303e-05
"PF3D7_0630500" 57.5943398792685 -4.78222072364259 0.811749934551207 -4.65934219721701 3.17221473285991e-06 7.86890577838908e-06
"PF3D7_0211900" 9.87936395073537 -4.78047257160261 0.878967770966815 -4.30103662099499 1.70000959638597e-05 3.79113364028988e-05
"PF3D7_0628400" 19.1161667033885 -4.78021143842737 1.04463036514669 -3.61870721410299 0.000296078378728104 0.000554168866579328
"PF3D7_0610200" 202.375978729215 -4.77902444879042 0.745178733873359 -5.07129937692594 3.9510864627103e-07 1.14064567112169e-06
"PF3D7_1202400" 11.82392856959 -4.77706513670561 0.929233077687246 -4.06471231750196 4.80917432680605e-05 0.000100461867121814
"PF3D7_0813200" 44.7914618461358 -4.77634117415696 0.918200269035834 -4.11276417738621 3.90949692345322e-05 8.29705219472358e-05
"PF3D7_0703400" 14.4985125001436 -4.77622706331959 0.903649415370148 -4.178862951815 2.92970155187323e-05 6.27834041692306e-05
"PF3D7_1231600" 165.156380595823 -4.77520190707513 0.758076389857328 -4.97997557711252 6.35922978676005e-07 1.76618456632912e-06
"PF3D7_0628000" 16.1233310477532 -4.77516779303087 0.952206249258371 -3.96465345188732 7.3502651255396e-05 0.000149352217335698
"PF3D7_0810000" 39.9678126356756 -4.77450464739371 0.768576855368044 -4.91103085011093 9.05988312725174e-07 2.44661419506534e-06
"PF3D7_1208900" 236.993589121701 -4.77436038112789 0.784186360185244 -4.81309108747606 1.48613510399466e-06 3.86588817632734e-06
"PF3D7_1016500" 19.0963511143699 -4.77370800484879 0.868521040363498 -4.34498167513524 1.39287290215304e-05 3.1429110551665e-05
"PF3D7_1424200" 6.45800988979995 -4.77085915767713 1.03064680809846 -3.65873073883998 0.000253467473656479 0.00047788901325122
"PF3D7_0302800" 86.245943288145 -4.77073181700017 0.75645873428193 -4.98471581609742 6.20529487902588e-07 1.72780277830074e-06
"PF3D7_1124900" 516.797633914116 -4.77062104223125 0.76437566782049 -4.9329422703664 8.10001011794582e-07 2.20503065269064e-06
"PF3D7_0904100" 88.3663252301773 -4.76614152856808 0.748616313293083 -5.03080344589503 4.88428679838261e-07 1.39175232522375e-06
"PF3D7_0206100" 42.0221648633391 -4.76465379169257 0.775521967905962 -4.85434835825188 1.20783252509661e-06 3.19686113182593e-06
"PF3D7_0523900" 27.9334492136234 -4.76384043345963 0.812932916774979 -4.62995206097856 3.6575039961966e-06 8.9571110135523e-06
"PF3D7_0321800" 374.434190378416 -4.7634569723486 0.730167981131886 -5.15423446330061 2.54669143596105e-07 7.60198646859617e-07
"PF3D7_1364900" 16.7795272316302 -4.76339087205516 0.902659983772441 -4.16922311801949 3.05639671834832e-05 6.54027192508161e-05
"PF3D7_1340900" 1924.54123196544 -4.76247015328919 0.747879408699783 -5.03085137727002 4.8830657533219e-07 1.39175232522375e-06
"PF3D7_1311600" 148.719954796068 -4.76174951174375 0.757381053613942 -4.96678586531057 6.8071681104689e-07 1.88462689598465e-06
"PF3D7_0908800" 54.1778636479129 -4.75922898964227 0.802327169933086 -4.68540656544859 2.79404740411431e-06 6.98670965345441e-06
"PF3D7_1128100" 73.5190873354153 -4.75826530296967 0.766358900517745 -4.90405383225878 9.38787432994899e-07 2.53051910268914e-06
"PF3D7_0821500" 60.192092451149 -4.75799341959856 0.811176506845712 -4.63276905566663 3.60806960997308e-06 8.86571553295568e-06
"PF3D7_0521300" 117.047424370804 -4.75767637806346 0.740108459766461 -5.07719690063965 3.83043865405646e-07 1.1101951240899e-06
"PF3D7_1370000" 6.42149804322099 -4.75633035222353 1.27296290167142 -2.95085610687586 0.00316894510490077 0.00521154979611209
"PF3D7_1369200" 262.868522902708 -4.75543395704126 0.751229703182238 -4.99904881440802 5.76138171946006e-07 1.61650013611176e-06
"PF3D7_1305400" 60.4593351866883 -4.75487069401033 0.782376011531885 -4.79931725751449 1.59207427083899e-06 4.11707781110367e-06
"PF3D7_1323200" 137.518674869986 -4.75273760060756 0.781759891745344 -4.800371111684 1.5837187524257e-06 4.09788393747864e-06
"PF3D7_0921600" 188.383956964047 -4.74982810452173 0.754999325663293 -4.96666417712012 6.81143904333327e-07 1.88462689598465e-06
"PF3D7_1026100" 45.4373062532227 -4.74778380086221 0.912815050518421 -4.10574277750318 4.0301775112801e-05 8.51946955257757e-05
"PF3D7_0926700" 89.7329109951813 -4.74776007247036 0.849204569456831 -4.41325942801686 1.0182585606773e-05 2.33847978030023e-05
"PF3D7_1466900" 382.124677329192 -4.74693019800853 0.777795391049727 -4.81737259069073 1.45460913919747e-06 3.79061645710153e-06
"PF3D7_0214300" 57.7044457976744 -4.74602086548528 0.871970099132148 -4.29604279918957 1.73874027297723e-05 3.87160676401775e-05
"PF3D7_0201500" 468.736364137422 -4.74567972140381 0.861031102807779 -4.35022580391038 1.35997415391744e-05 3.07499820280714e-05
"PF3D7_1115900" 30.9273870470899 -4.74509969784296 1.00553513741307 -3.7244841661903 0.00019571499499569 0.000374622730177016
"PF3D7_0830900" 171.027890789373 -4.74476640355204 0.923717072253392 -4.0540188289654 5.03451614452759e-05 0.000104919603182822
"PF3D7_0323700" 182.478200176858 -4.74423571245743 0.741668649575627 -5.0483942048782 4.45539083493945e-07 1.27699876998819e-06
"PF3D7_0822400" 28.9430719458587 -4.74370824637607 0.794573050351149 -4.71159730967669 2.45782685587146e-06 6.20248145065032e-06
"PF3D7_1136900" 43.5764905233648 -4.74328907148304 0.884668799673103 -4.23128867307882 2.32356236846982e-05 5.0634056376928e-05
"PF3D7_0513600" 158.038804277561 -4.74301131154589 0.778666187954824 -4.80695241355857 1.53248449191556e-06 3.98173929230841e-06
"PF3D7_0928300" 19.5725989651735 -4.74298388859577 0.832242953837942 -4.49746539917792 6.87683480290357e-06 1.61563304545476e-05
"PF3D7_1232400" 141.030923414171 -4.74293368924492 0.815106314636114 -4.59195766495302 4.39107455792044e-06 1.06365560456983e-05
"PF3D7_1403900" 144.459613234331 -4.74120733362262 0.927542122947544 -4.03346353881354 5.4960711872358e-05 0.000113889799826109
"PF3D7_1310400" 197.452984531074 -4.73987712526268 0.730998630129072 -5.11612056591998 3.1188374520152e-07 9.18498675506288e-07
"PF3D7_0905800" 183.334509034116 -4.73733211547967 0.758439068952047 -4.92766297053187 8.3219003662483e-07 2.26262938131246e-06
"PF3D7_1359100" 53.9235819725887 -4.73675362619485 0.834744991329982 -4.47652117114372 7.58691477845489e-06 1.76826660255814e-05
"PF3D7_1125400" 166.250216733078 -4.73355329688256 0.783008464019888 -4.76821575812203 1.85864672291793e-06 4.7615622872419e-06
"PF3D7_1113500" 69.5672109445491 -4.73328831411089 0.761786462642351 -4.90070183337404 9.54948945279448e-07 2.57092631436055e-06
"PF3D7_1214100" 19.6630132135401 -4.73241251118387 0.869335713441499 -4.29340754494959 1.75951602775926e-05 3.91191639386881e-05
"PF3D7_1460100" 148.684372086981 -4.73072037717417 0.80449265363096 -4.63735791785806 3.52891029085268e-06 8.6857876048958e-06
"PF3D7_0918900" 373.360655994305 -4.72597899892501 0.767967057666083 -4.85174326389543 1.22380980418509e-06 3.23719810251609e-06
"PF3D7_0301700" 618.924217437796 -4.72380999330863 0.865665520618864 -4.30167299564672 1.6951335242769e-05 3.78218054120929e-05
"PF3D7_1038600" 8.25782252207141 -4.72087553699687 1.36976180680619 -2.71643983538471 0.00659881876005826 0.0104303143180043
"PF3D7_0110700" 49.0843492782701 -4.71804046945673 0.801094333878397 -4.64120180635445 3.46388622117131e-06 8.53531110951919e-06
"PF3D7_0803500" 104.220442062219 -4.71798961455061 0.779364789815291 -4.77053834499217 1.83734203884465e-06 4.71248182977037e-06
"PF3D7_1372300" 79.2491558442835 -4.71646170023909 0.798986512063144 -4.65146988607159 3.29577407756493e-06 8.15309519695075e-06
"PF3D7_1407400" 30.4630010153522 -4.71594134750847 0.764980057482859 -4.85756630014074 1.18837351617085e-06 3.14725458956949e-06
"PF3D7_1018300" 374.19614867137 -4.71531585284286 0.759797085857085 -4.88987905060443 1.00897953973458e-06 2.70148119449667e-06
"PF3D7_1468800" 157.036470899845 -4.71448405953243 0.745111934587384 -4.98513563816338 6.19183601517973e-07 1.72514923493999e-06
"PF3D7_0104900" 36.9799647243658 -4.71049446567758 0.755160017043133 -4.91352081934396 8.94552286169227e-07 2.42019660417072e-06
"PF3D7_1323400" 953.951728303575 -4.71042761189546 0.729077475217944 -5.0892089496885 3.59560254322315e-07 1.04766362092189e-06
"PF3D7_1227400" 230.906409548947 -4.70929437029434 0.76908323836522 -4.82300768663077 1.41409519120122e-06 3.6982084482219e-06
"PF3D7_1252200" 19.8683671128919 -4.70786511175684 0.883157576194266 -4.1984185061684 2.68785547032113e-05 5.78831455133894e-05
"PF3D7_0507700" 85.9607144709824 -4.70727095452933 0.747911018099205 -4.95683425543223 7.16510495463466e-07 1.97501417801637e-06
"PF3D7_1352400" 153.293094633313 -4.70704800733663 0.739130260495728 -5.01541907491428 5.29179945965193e-07 1.49718372598786e-06
"PF3D7_1118000" 11.6571939351863 -4.70660622418689 0.953354053249124 -3.88796398521034 0.000101088621335648 0.000201488940664926
"PF3D7_0422600" 13.82128888005 -4.70573808581168 0.872217940157636 -4.24863777181875 2.15074359165268e-05 4.71724031515831e-05
"PF3D7_1020800" 29.5258037665987 -4.70488069754671 0.923953174591691 -4.00981434928665 6.07665061686449e-05 0.000125270295111042
"PF3D7_0714300" 137.658535122069 -4.70410961722375 0.798398321066247 -4.63942560935872 3.49378868293253e-06 8.60416495050855e-06
"PF3D7_0314100.1" 57.1339664864752 -4.70330028693963 0.776612852353584 -4.76852820001175 1.85576699202915e-06 4.75696022300059e-06
"PF3D7_0313100" 186.632408491592 -4.70212319707804 0.864915609469617 -4.2803288049666 1.86617393613382e-05 4.12786470213146e-05
"PF3D7_1119100" 91.2046848219809 -4.70204121315117 0.741245617665829 -4.9943515683895 5.90337735394948e-07 1.65422654506651e-06
"PF3D7_0315700" 21.1580747744882 -4.69721003928252 0.930161611334848 -3.97480394184056 7.04372566798888e-05 0.000143388963412792
"PF3D7_0319100" 19.6409095386936 -4.69492381956555 0.842638952750599 -4.38494305005047 1.16016126561408e-05 2.64499902248776e-05
"PF3D7_0304200" 298.808856085875 -4.69364392156154 0.805968336006093 -4.58286480566355 4.5864858930918e-06 1.10716105313722e-05
"PF3D7_1209000" 49.5693541935186 -4.6934360862713 0.797371819482213 -4.6320123134897 3.621286100039e-06 8.88327780182752e-06
"PF3D7_1146900" 16.489435007562 -4.69205208951684 0.98202856154534 -3.75961782996102 0.00017017311439261 0.000329321350946651
"PF3D7_1331100" 98.8664125221256 -4.69167516041841 0.776985817021266 -4.75127741014785 2.02135590599628e-06 5.14836066312625e-06
"PF3D7_1306800" 97.4766744908351 -4.69156610360025 0.81368231095788 -4.53686414695986 5.70968605697261e-06 1.36149666388378e-05
"PF3D7_1457900" 110.437535973932 -4.69115966020985 0.770139402858929 -4.79284613474839 1.64431734889052e-06 4.24967479633801e-06
"PF3D7_0110100" 70.2187197295834 -4.6885730421397 0.786233530571778 -4.69144713207186 2.71279375232134e-06 6.79513825809642e-06
"PF3D7_1441200" 354.192279902834 -4.68684426642299 0.738024119246842 -4.99556067379673 5.86650753931634e-07 1.64494473851456e-06
"PF3D7_1315500" 108.428250809718 -4.68596847303783 0.76712059566292 -4.8049400496835 1.54797881077489e-06 4.01961854412333e-06
"PF3D7_1128200" 75.0301726172406 -4.68304885059393 0.756976216964717 -4.8654749885829 1.14182250792253e-06 3.03316140050137e-06
"PF3D7_1402400" 57.8562365210814 -4.68201896418853 0.752418308636249 -4.89357970417035 9.90181857409036e-07 2.66088649686847e-06
"PF3D7_1431700" 640.049317776269 -4.68180017565005 0.779744202353197 -4.72180513114264 2.33760600359702e-06 5.91950862848589e-06
"PF3D7_1349300" 58.0664333493245 -4.68062687373485 0.766523584288242 -4.80171380134704 1.57313424529558e-06 4.07529939297517e-06
"PF3D7_1218200" 182.400612302149 -4.68038659689794 0.792141745023401 -4.64612125294471 3.3823424633023e-06 8.34843493893222e-06
"PF3D7_1144000" 435.296854725209 -4.67908732767785 0.742458955381675 -4.95527369022918 7.22285471868953e-07 1.98719016727855e-06
"PF3D7_0904800" 79.0964444769655 -4.67869482333057 0.855416031863245 -4.30047448995986 1.70432790962049e-05 3.79883444220487e-05
"PF3D7_1113300" 9.27495864132898 -4.67853428838886 1.01642109697969 -3.61910462043703 0.000295624112579985 0.000553554574984526
"PF3D7_0602800" 28.629150333167 -4.67539842178131 0.950083363617635 -3.86850097846834 0.000109506497068205 0.00021757603105271
"PF3D7_0311100" 109.695401577394 -4.6737581070285 0.736562781012039 -4.98770532768537 6.11006675904589e-07 1.70561367698477e-06
"PF3D7_0514600" 50.736077718005 -4.6735081006384 0.836073210803999 -4.39376367185096 1.11404921901328e-05 2.5464810623047e-05
"PF3D7_0506000" 46.9650071470019 -4.6708310530246 0.813093935479485 -4.514645716623 6.3422701646829e-06 1.5004799726898e-05
"PF3D7_0502200" 40.9459829946486 -4.67008544204041 0.795625580019606 -4.61282987149554 3.97223423353833e-06 9.68466436394604e-06
"PF3D7_0907300" 30.7322070298781 -4.66937154854844 0.803315102207704 -4.56778608850265 4.92902672119881e-06 1.18463909867455e-05
"PF3D7_1357900" 109.114605865635 -4.66882572128128 0.824637240955068 -4.44901774874025 8.62638882734509e-06 1.99886402854207e-05
"PF3D7_0915300" 21.2957021968644 -4.66877546449545 0.915370400562053 -4.0079682085446 6.12433619391718e-05 0.000126194088350494
"PF3D7_0520200" 47.3459399623905 -4.66790393607357 0.76549394755525 -4.79155184412329 1.65496243009279e-06 4.2746706061985e-06
"PF3D7_1408000" 509.480711532754 -4.66732983046264 0.761687383205774 -4.81474409491681 1.47388644130785e-06 3.83629837805737e-06
"PF3D7_0217400" 14.9361162775926 -4.66694288311256 0.82739059998683 -4.43193684237037 9.33903759207969e-06 2.15489826940735e-05
"PF3D7_1122300" 36.196198480531 -4.66580132344291 0.836875143226892 -4.38034437169207 1.18491895583226e-05 2.69724164596136e-05
"PF3D7_1432100" 90.7589216869274 -4.66509568744689 0.780310344132203 -4.69697180744529 2.6404688012792e-06 6.63289388238956e-06
"PF3D7_0403200" 109.120696726646 -4.66313697528024 0.721305505570442 -5.0784819289342 3.80462612027071e-07 1.10344209340216e-06
"PF3D7_0707600" 50.1430452417786 -4.65940416033326 0.750175120677065 -4.87806654668912 1.07130783771677e-06 2.85964298809383e-06
"PF3D7_1246800" 53.1835891125093 -4.65133849203561 0.946636097787649 -3.85717225507144 0.000114706329498625 0.000227085434097594
"PF3D7_0812600" 38.6154459030306 -4.65045125857316 0.774057379740334 -4.71599567954219 2.40531538698086e-06 6.0839515346964e-06
"PF3D7_1402100" 44.0704446600209 -4.65034551324568 0.765695102392274 -4.76736171073949 1.86654027752568e-06 4.77899612747247e-06
"PF3D7_1451000" 64.9092096176279 -4.65023306027026 0.69695072208055 -5.23743350085573 1.62824938288609e-07 5.04206138240678e-07
"PF3D7_0531400" 89.3196223598747 -4.64834536359775 0.789044983067447 -4.62374825502933 3.76867212238882e-06 9.21394169788938e-06
"PF3D7_1458800" 65.9449563646472 -4.64724722165609 0.806329769635814 -4.52326995604218 6.08914952704984e-06 1.44214970729643e-05
"PF3D7_1419600" 68.9584734195572 -4.64541683673701 0.80897327127983 -4.50622655427145 6.59906298414586e-06 1.55453248730603e-05
"PF3D7_0112000" 36.2254140094594 -4.64539108071078 0.813791899434895 -4.47951261648362 7.48136683177333e-06 1.74738982405379e-05
"PF3D7_1210300" 24.0504827947966 -4.64510112055027 0.819996550701402 -4.4452639677964 8.77840135051995e-06 2.03087251475938e-05
"PF3D7_1116600" 44.8861405518418 -4.64427565658791 0.80459717950749 -4.52931696680648 5.91746704986394e-06 1.40680009831903e-05
"PF3D7_1245800" 139.289004004332 -4.6414204848854 0.765926592714796 -4.75426825432257 1.9916644854198e-06 5.07862877786199e-06
"PF3D7_1220600" 19.3596810208525 -4.64140367350178 0.830755440585754 -4.38324384723172 1.16925111039302e-05 2.66295727475921e-05
"PF3D7_1362100" 13.7525404074585 -4.63827586810212 0.920858225787219 -3.95096201154293 7.78376801880346e-05 0.000157722775129515
"PF3D7_1007400" 31.5241883166178 -4.63442034305025 0.79353020585412 -4.58006553025706 4.64830266944284e-06 1.12146686931448e-05
"PF3D7_1134200" 294.514306123588 -4.63356808723424 0.784423594364902 -4.63215042655124 3.61887050012073e-06 8.88231434657916e-06
"PF3D7_0606800" 17.7841120396189 -4.63228479845583 0.848079380433921 -4.28295379212894 1.84428483190192e-05 4.08590045251328e-05
"PF3D7_1303500" 1028.86439265341 -4.63048267962521 0.801738133824386 -4.52826493646669 5.94699886960172e-06 1.41076564216214e-05
"PF3D7_1313800" 556.68097953555 -4.62953252133114 0.79041835944443 -4.59191322919456 4.39200982127101e-06 1.06365560456983e-05
"PF3D7_1326200" 15.3776507229285 -4.62814473657994 0.821497467734423 -4.41650142463112 1.00311240120071e-05 2.30731616221703e-05
"PF3D7_1342000" 1534.63414915783 -4.62777085839942 0.718174351163005 -5.05137903146311 4.38631688872273e-07 1.25802204169703e-06
"PF3D7_1009200" 56.4726007461972 -4.62744947320626 0.790472571526423 -4.5889631138011 4.45453125683412e-06 1.07708407206821e-05
"PF3D7_1365100" 25.6326272225783 -4.6261758786141 0.786192383317297 -4.61232639180966 3.98187083976758e-06 9.70277184096528e-06
"PF3D7_1359200" 25.2839164312148 -4.62427480139427 0.877456504629574 -4.13043242858436 3.62081511411061e-05 7.699273203903e-05
"PF3D7_1030300" 132.326533894428 -4.62411510245928 0.851999305255636 -4.25365969209551 2.10304834856391e-05 4.61724264927207e-05
"PF3D7_0816600" 156.609972264141 -4.6215454937952 0.833549482036836 -4.3447276638523 1.39448554849286e-05 3.14493376652909e-05
"PF3D7_1031700" 22.5237222808421 -4.61895295661765 0.827269358836757 -4.37457633110737 1.21668545222307e-05 2.76382091086988e-05
"PF3D7_1314500" 54.9527570426032 -4.61773075763963 0.757858452533991 -4.77362328749295 1.80940696016386e-06 4.64897949799854e-06
"PF3D7_0402900" 6.69668463908866 -4.61707221874367 1.2122445745237 -2.98378090919884 0.00284710556450566 0.00472830579944945
"PF3D7_1445300" 22.6516584177386 -4.61304689922537 0.968710559465617 -3.72974864774725 0.000191670878416246 0.000367201931555731
"PF3D7_0934700" 163.906653035605 -4.60953721396605 0.776664587892672 -4.64748524682943 3.36006116565289e-06 8.30018285549429e-06
"PF3D7_1015200.1" 286.917023444758 -4.60946997247601 0.775698607342747 -4.6531860935534 3.26845020479932e-06 8.09462202440712e-06
"PF3D7_1405100" 145.18014787951 -4.60813020506104 0.813277713961973 -4.43652905166137 9.14210018953129e-06 2.11167606166396e-05
"PF3D7_1241200" 192.351359785296 -4.6053010387135 0.76278852686418 -4.72647517855948 2.28450702456957e-06 5.79172652706986e-06
"PF3D7_1463900" 21.1593060121608 -4.60447237263089 1.29439682439928 -2.78467337425964 0.00535816673136065 0.00854931326940575
"PF3D7_1405900" 448.702996240878 -4.60423519001079 0.723490955794483 -4.98172805222271 6.30189577147693e-07 1.75136862864273e-06
"PF3D7_0521700" 55.3369530459542 -4.60423467463689 0.800929922967053 -4.50006245400966 6.79335003254298e-06 1.59772897658791e-05
"PF3D7_0312500" 49.5566862094094 -4.60305964605405 0.777379121423834 -4.63488090528434 3.57143035542061e-06 8.78059949084653e-06
"PF3D7_1476000" 39.3573865855401 -4.60258485276564 0.783588969688635 -4.59754411065428 4.27500138999347e-06 1.03767446674745e-05
"PF3D7_1466600" 15.5956863957054 -4.6017446198218 0.795246845379673 -4.52909010673564 5.92382340441257e-06 1.40754916497703e-05
"PF3D7_0711100" 69.6319653645465 -4.59849809563796 0.759379243322584 -4.73873644464275 2.15054993146455e-06 5.46790083906244e-06
"PF3D7_0924100" 59.2546920175227 -4.59801857245701 0.764636473790471 -4.70552830761636 2.53209365629008e-06 6.37158925201703e-06
"PF3D7_0420300" 704.124681411827 -4.59796468151778 0.719617612145932 -4.99982854892683 5.73813161645054e-07 1.61100613349324e-06
"PF3D7_0510900" 10.0563847557403 -4.59791732011862 0.82609490654358 -4.35533168358643 1.32865577960218e-05 3.0057328842005e-05
"PF3D7_0417300" 195.695954385417 -4.59717063001637 0.75280290248503 -4.77836976736139 1.76722167250309e-06 4.54324962761186e-06
"PF3D7_1450200" 20.2837758519235 -4.59605042173607 0.818385575614425 -4.39407845016847 1.1124364115912e-05 2.54474387046755e-05
"PF3D7_1201100" 384.206786488336 -4.59585010385774 0.904806342211759 -3.97416544966721 7.0626457557816e-05 0.000143640933365618
"PF3D7_0821800" 334.282095099936 -4.59490888571922 0.792581486977615 -4.53569625935604 5.74137595409595e-06 1.36789917604098e-05
"PF3D7_0524300" 51.8437456436096 -4.594532721665 0.789518007579263 -4.55281917215058 5.29317681130416e-06 1.26592262409785e-05
"PF3D7_1122800" 124.715835345896 -4.59417298087123 0.738782725153441 -4.86499326324223 1.1446070591314e-06 3.03867569325634e-06
"PF3D7_1348900" 10.7542961810255 -4.59368520525759 0.808503903493112 -4.44485820010417 8.79498572315129e-06 2.03256749001881e-05
